date,Prec [mm/day],T max [degC],T min [degC],rH mean [%], windspeed [m/s], sunshine [h/h]
1984-12-29, 0, -0.6, -3.4, 88, 0.137369, 0
1984-12-30, 1.1, 0.1, -3.6, 82, 0.836, 0.600707
1984-12-31, 7.6, -1.3, -6.3, 89, 2.36457, 0.242359
1985-01-01, 1.5, 2.5, -3.1, 96, 2.91607, 0
1985-01-02, 3.5, 0.4, -6.6, 87, 3.70896, 0
1985-01-03, 3.2, -2.2, -6.6, 77, 2.36457, 0.330154
1985-01-04, 0.4, -4.9, -13.8, 81, 1.23914, 0.785303
1985-01-05, 0.4, -6.6, -11.2, 82, 2.36457, 0.467383
1985-01-06, 0.4, -8.3, -12.9, 86, 2.36457, 0.428254
1985-01-07, 0, -9.4, -12.7, 85, 2.91607, 0
1985-01-08, 7.4, -6.9, -13.7, 85, 0.836, 0.563274
1985-01-09, 1.3, -9.8, -12.4, 89, 3.70896, 0
1985-01-10, 0, -6.6, -9.8, 86, 0.489613, 0.0372939
1985-01-11, 0, -8.3, -12.6, 94, 0.137369, 0
1985-01-12, 0, -7.8, -12.3, 92, 1.23914, 0
1985-01-13, 5, -6.7, -14.4, 82, 2.91607, 0.516174
1985-01-14, 6.4, -7.5, -13.7, 83, 3.70896, 0.624223
1985-01-15, 0.2, -7.5, -12, 85, 2.36457, 0
1985-01-16, 0, -5.3, -9.6, 91, 1.85302, 0
1985-01-17, 0, -4.8, -10, 92, 0.836, 0
1985-01-18, 0.9, -5.8, -11, 91, 0.836, 0.072155
1985-01-19, 0.1, -3, -8.6, 91, 0.836, 0
1985-01-20, 6.4, -1.4, -5, 93, 0.489613, 0
1985-01-21, 2.9, 4.5, -1.4, 92, 3.70896, 0
1985-01-22, 14.2, 6.6, 2.8, 94, 4.34398, 0
1985-01-23, 1.6, 6.6, -0.4, 88, 1.23914, 0
1985-01-24, 2.4, 2.9, -1.4, 69, 5.01161, 0.653763
1985-01-25, 2.8, 3.2, 0, 78, 4.34398, 0
1985-01-26, 2, 8.4, -0.2, 85, 2.91607, 0.207924
1985-01-27, 5.5, 3.7, -3.1, 71, 2.91607, 0.482539
1985-01-28, 0.3, 0.3, -6.2, 74, 2.91607, 0.171394
1985-01-29, 0, 3.9, -1.4, 87, 2.91607, 0.0113632
1985-01-30, 8.6, 8.6, 2.6, 86, 2.91607, 0.282492
1985-01-31, 11.3, 8.3, 1.4, 89, 4.34398, 0
1985-02-01, 0.6, 9.8, 4.8, 89, 5.94989, 0
1985-02-02, 2.6, 9.7, 7.4, 65, 9.34676, 0.122187
1985-02-03, 2.3, 7.4, -0.4, 60, 1.23914, 0.706796
1985-02-04, 1.4, 4.9, -4.9, 68, 0.836, 0.834433
1985-02-05, 3.4, 6.2, -6, 73, 0.137369, 0.796798
1985-02-06, 3.5, 3.8, -3, 91, 1.23914, 0
1985-02-07, 5.2, 2.9, -1.2, 59, 3.70896, 0.70112
1985-02-08, 2.2, -0.6, -4.2, 65, 2.36457, 0
1985-02-09, 4.3, -3.9, -6.8, 87, 3.70896, 0
1985-02-10, 7.2, -6.2, -12.2, 74, 2.36457, 0.868737
1985-02-11, 0, -6.9, -12.8, 70, 2.91607, 0.821392
1985-02-12, 0, -5.5, -16.7, 65, 1.85302, 0.879244
1985-02-13, 0, -2.5, -17.6, 74, 0.836, 0.811509
1985-02-14, 0, -1, -13.6, 71, 1.23914, 0.506709
1985-02-15, 0.8, -5, -13.6, 66, 1.85302, 0.853103
1985-02-16, 1.3, 0, -12.8, 73, 1.23914, 0.868362
1985-02-17, 0.3, 2, -12.8, 75, 1.85302, 0.497547
1985-02-18, 0, -2.6, -11.8, 70, 1.23914, 0.827576
1985-02-19, 0.1, -1.2, -16.6, 63, 0.836, 0.902803
1985-02-20, 0, -0.4, -17.4, 55, 0.836, 0.70789
1985-02-21, 1.8, 1.1, -4.5, 67, 1.85302, 0
1985-02-22, 0.4, 1.8, -2, 77, 0.489613, 0.157597
1985-02-23, 0.2, 2.9, -7.9, 80, 1.85302, 0.313287
1985-02-24, 0.1, 10.3, 0.8, 74, 0.836, 0.807679
1985-02-25, 0, 9.9, -2.8, 78, 1.23914, 0.619032
1985-02-26, 2, 8.9, -0.4, 81, 0.489613, 0.249968
1985-02-27, 6.6, 9.1, -1.6, 90, 0.489613, 0.124233
1985-02-28, 0.2, 5.2, 0, 98, 0.836, 0.0759932
1985-03-01, 0, 7.1, -1, 88, 1.85302, 0.19829
1985-03-02, 0.6, 7.3, 1.5, 93, 2.36457, 0.0281583
1985-03-03, 4.1, 9.4, 2.2, 79, 2.91607, 0.382542
1985-03-04, 0, 8.8, 3.4, 79, 2.36457, 0.01855
1985-03-05, 5.3, 9.6, 1.7, 86, 1.23914, 0.00922024
1985-03-06, 0.1, 7.6, 4.4, 91, 1.23914, 0
1985-03-07, 0, 6.7, 3.5, 87, 1.23914, 0
1985-03-08, 0.1, 10.5, -0.9, 70, 1.23914, 0.742836
1985-03-09, 1.6, 7.2, 3.2, 79, 1.23914, 0
1985-03-10, 4.1, 7.1, -2.6, 72, 0.836, 0.492472
1985-03-11, 3.5, 3.1, 0.2, 93, 0.836, 0
1985-03-12, 11, 7.9, -1.4, 70, 2.36457, 0.787753
1985-03-13, 5.7, 10.2, -2.6, 77, 1.23914, 0.660037
1985-03-14, 5.1, 2.3, -1.7, 96, 1.85302, 0
1985-03-15, 1.8, 4.3, -1.1, 88, 2.91607, 0.139211
1985-03-16, 0, 2.7, 0, 96, 1.85302, 0
1985-03-17, 0, 2, 0.3, 91, 2.36457, 0
1985-03-18, 0, 0.9, -1.7, 72, 6.688, 0.0171097
1985-03-19, 10, 2.1, -2.4, 84, 1.23914, 0.0595507
1985-03-20, 5.5, 4.3, -0.2, 80, 1.85302, 0.0423007
1985-03-21, 0.5, 9.2, -2.9, 69, 1.85302, 0.605775
1985-03-22, 4.6, 12.6, 0.5, 68, 2.91607, 0.510415
1985-03-23, 1.9, 10.3, 2.6, 77, 3.70896, 0.391127
1985-03-24, 17.9, 9, 3.9, 87, 2.36457, 0.240026
1985-03-25, 8.3, 12, 2.4, 66, 2.91607, 0.543322
1985-03-26, 1.7, 10.9, 6.8, 82, 5.94989, 0.0573162
1985-03-27, 2.3, 8.2, 3.1, 89, 5.01161, 0.0162888
1985-03-28, 2.3, 6.2, -0.9, 80, 4.34398, 0.542785
1985-03-29, 0, 6.4, 1, 76, 5.94989, 0.0241758
1985-03-30, 15.6, 12.6, 4.4, 57, 4.34398, 0.0400821
1985-03-31, 0.4, 11, 8, 89, 1.85302, 0.0398736
1985-04-01, 0, 18.2, 6.2, 79, 3.70896, 0.0714014
1985-04-02, 0, 15.1, 10.8, 59, 5.94989, 0.363066
1985-04-03, 0, 18.7, 8.1, 72, 1.85302, 0.463294
1985-04-04, 0.6, 22.7, 6.6, 50, 2.91607, 0.710949
1985-04-05, 0, 21.8, 11.8, 53, 2.36457, 0.481943
1985-04-06, 0, 15.2, 9.2, 69, 3.70896, 0.232031
1985-04-07, 1.8, 14.6, 6.9, 75, 4.34398, 0.500237
1985-04-08, 2.6, 14.8, 8.6, 63, 5.01161, 0.627954
1985-04-09, 0, 14.6, 6.4, 70, 2.36457, 0.220993
1985-04-10, 0, 12.8, 3.4, 79, 1.85302, 0.136501
1985-04-11, 3, 11, 4.4, 87, 2.91607, 0.150936
1985-04-12, 0.2, 7.4, 4.3, 81, 6.688, 0
1985-04-13, 0, 13.7, 3.6, 77, 5.01161, 0.53072
1985-04-14, 0, 8.7, 4.4, 83, 5.94989, 0.0148793
1985-04-15, 0.8, 11, 4.3, 93, 5.01161, 0.451696
1985-04-16, 7.8, 11.6, 4.4, 91, 1.85302, 0
1985-04-17, 0, 15, 0.7, 70, 0.836, 0.72632
1985-04-18, 0, 17.2, 1.5, 56, 1.23914, 0.847158
1985-04-19, 1.9, 18.6, 2.6, 57, 1.85302, 0.814246
1985-04-20, 0, 18.4, 3.6, 64, 1.85302, 0.60071
1985-04-21, 0, 20.3, 4.8, 66, 2.91607, 0.684505
1985-04-22, 0, 18.5, 9, 70, 2.36457, 0.0502153
1985-04-23, 0, 12.4, 4.2, 75, 4.34398, 0.357117
1985-04-24, 0, 12.2, 0.2, 53, 2.36457, 0.832049
1985-04-25, 0, 7.2, 2.3, 77, 2.36457, 0
1985-04-26, 1.3, 7.6, -2.2, 70, 1.85302, 0.430124
1985-04-27, 4.2, 6.7, -1, 85, 4.34398, 0
1985-04-28, 0, 7.4, 0.4, 89, 6.688, 0.517458
1985-04-29, 0, 8.2, 1.5, 78, 5.01161, 0.49445
1985-04-30, 0, 13, 1.9, 62, 3.70896, 0.797632
1985-05-01, 2.1, 10.9, 6.8, 74, 5.94989, 0.131256
1985-05-02, 1.1, 9.4, 3.5, 84, 6.688, 0.103214
1985-05-03, 0.3, 10.5, 3.1, 64, 2.36457, 0.102812
1985-05-04, 0, 11.4, 4, 76, 1.85302, 0.136556
1985-05-05, 0, 14.4, 3.4, 68, 2.36457, 0.244869
1985-05-06, 0, 18.9, 6.8, 63, 2.36457, 0.8064
1985-05-07, 0, 22, 12.1, 65, 2.91607, 0.344326
1985-05-08, 0, 20.8, 12.1, 60, 3.70896, 0.679423
1985-05-09, 0, 19.4, 6.4, 70, 1.85302, 0.516124
1985-05-10, 0, 15.9, 10.3, 78, 1.23914, 0.0133586
1985-05-11, 0, 19.3, 9, 77, 3.70896, 0.212998
1985-05-12, 0, 22.9, 10.2, 74, 4.34398, 0.484248
1985-05-13, 0, 23, 11.6, 82, 2.36457, 0.218175
1985-05-14, 0, 19.5, 12.9, 72, 1.85302, 0.520583
1985-05-15, 0.4, 19.9, 6.2, 77, 1.85302, 0.269306
1985-05-16, 0.7, 22.9, 8.7, 60, 2.36457, 0.792273
1985-05-17, 3.1, 22.2, 10.5, 55, 2.36457, 0.809406
1985-05-18, 16.6, 23.4, 9.5, 59, 2.91607, 0.819972
1985-05-19, 0.1, 21.4, 13.6, 75, 1.85302, 0.214119
1985-05-20, 0, 23.3, 13, 75, 0.836, 0.317015
1985-05-21, 0, 18.8, 11.7, 89, 1.85302, 0.109674
1985-05-22, 0, 12.6, 10, 95, 3.70896, 0
1985-05-23, 0, 15.6, 9.5, 86, 2.36457, 0.571064
1985-05-24, 0, 19.2, 8.9, 72, 1.23914, 0.166393
1985-05-25, 0.2, 25.1, 8.4, 67, 0.836, 0.753255
1985-05-26, 18.5, 28.3, 11.3, 61, 1.23914, 0.897864
1985-05-27, 0, 28.4, 13.1, 70, 1.23914, 0.552683
1985-05-28, 0, 21, 13.8, 86, 1.23914, 0.0950707
1985-05-29, 1.4, 15.4, 12.2, 85, 2.36457, 0
1985-05-30, 1.5, 20.7, 10.9, 55, 2.91607, 0.618419
1985-05-31, 1.1, 23.6, 9.9, 54, 1.85302, 0.875337
1985-06-01, 0.6, 23.1, 13.4, 51, 2.36457, 0.84218
1985-06-02, 0, 24.6, 10.1, 47, 2.36457, 0.815491
1985-06-03, 0, 26.2, 10.1, 44, 2.91607, 0.907939
1985-06-04, 0, 27, 12.2, 53, 1.23914, 0.88762
1985-06-05, 2.9, 25.1, 15.6, 64, 1.23914, 0.461805
1985-06-06, 0.2, 25, 14.2, 74, 0.836, 0.436165
1985-06-07, 0.1, 20.8, 14.4, 74, 3.70896, 0.354643
1985-06-08, 0.4, 14.4, 7.9, 73, 3.70896, 0.229891
1985-06-09, 0, 13, 5.2, 79, 2.91607, 0.223391
1985-06-10, 3.5, 13.3, 7.1, 78, 2.36457, 0.254115
1985-06-11, 0, 14.5, 7.6, 76, 2.91607, 0.142396
1985-06-12, 0, 15.9, 9.6, 75, 4.34398, 0.253581
1985-06-13, 0, 13.1, 7.1, 75, 5.01161, 0.0617927
1985-06-14, 0, 17.1, 6.9, 69, 1.85302, 0.111136
1985-06-15, 0, 14.9, 8.2, 58, 5.01161, 0.653994
1985-06-16, 0, 15.6, 3.5, 63, 0.836, 0.339124
1985-06-17, 0, 15.2, 8.5, 59, 4.34398, 0.406732
1985-06-18, 0, 17.1, 5.5, 68, 1.23914, 0.0985589
1985-06-19, 0, 20.4, 7.6, 55, 0.836, 0.233998
1985-06-20, 0.4, 16, 10.8, 94, 5.01161, 0
1985-06-21, 0.2, 19.1, 11.3, 70, 2.36457, 0.523214
1985-06-22, 0, 20.6, 12.8, 67, 2.91607, 0.443172
1985-06-23, 0, 18, 8.4, 64, 2.36457, 0.33855
1985-06-24, 0, 19.2, 11.9, 80, 2.36457, 0.129284
1985-06-25, 0, 18.6, 12, 78, 4.34398, 0.203209
1985-06-26, 0.3, 15.6, 10.5, 87, 2.91607, 0
1985-06-27, 0.1, 16.5, 8.7, 84, 2.36457, 0.425221
1985-06-28, 4.2, 15, 10.4, 78, 4.34398, 0
1985-06-29, 0, 17.9, 10.4, 71, 1.85302, 0.0246791
1985-06-30, 8.6, 21.1, 12.6, 67, 1.85302, 0.339583
1985-07-01, 2.3, 21.8, 13.4, 77, 1.85302, 0.278068
1985-07-02, 0.1, 21.4, 11.5, 70, 1.23914, 0.575199
1985-07-03, 4.2, 25.1, 9.1, 56, 2.36457, 0.866763
1985-07-04, 0, 26.9, 12, 46, 3.70896, 0.904903
1985-07-05, 0, 27.7, 13.4, 48, 1.85302, 0.912188
1985-07-06, 0, 23.9, 13.6, 81, 1.85302, 0.16776
1985-07-07, 0, 21.8, 9.5, 53, 2.36457, 0.858617
1985-07-08, 0, 18.8, 8.7, 65, 2.91607, 0.311549
1985-07-09, 0, 18.2, 10.4, 80, 1.85302, 0.018722
1985-07-10, 0, 20, 10.5, 73, 2.36457, 0.312545
1985-07-11, 0, 22.1, 11.4, 66, 0.489613, 0.632432
1985-07-12, 3, 24.6, 11.4, 57, 0.836, 0.533211
1985-07-13, 11.8, 26.9, 10.9, 59, 0.836, 0.842189
1985-07-14, 5.3, 31, 13, 52, 2.36457, 0.755695
1985-07-15, 11.9, 25.3, 17.8, 57, 2.91607, 0.744636
1985-07-16, 3.5, 25.1, 11.7, 55, 2.36457, 0.632403
1985-07-17, 0.1, 25.1, 13, 57, 1.23914, 0.880999
1985-07-18, 0, 27.2, 10.9, 55, 1.23914, 0.730567
1985-07-19, 0, 22.5, 15.9, 64, 2.91607, 0.515801
1985-07-20, 0.1, 21.2, 13.7, 69, 3.70896, 0.453236
1985-07-21, 2.3, 18.6, 9.4, 78, 2.36457, 0.627182
1985-07-22, 20.3, 20, 8.2, 83, 1.23914, 0.0577489
1985-07-23, 8.2, 19.8, 15.4, 77, 2.36457, 0.0707716
1985-07-24, 0, 26.1, 10, 70, 1.23914, 0.683863
1985-07-25, 9, 29.1, 11.7, 63, 1.85302, 0.860483
1985-07-26, 0, 27.2, 14.5, 82, 0.836, 0.214122
1985-07-27, 0, 21.6, 15.3, 71, 2.91607, 0.533641
1985-07-28, 0.4, 26.7, 11.3, 77, 2.36457, 0.372072
1985-07-29, 0, 20.1, 15, 85, 2.36457, 0.157148
1985-07-30, 0, 22, 12.7, 63, 4.34398, 0.77509
1985-07-31, 0, 21.2, 14.4, 79, 2.91607, 0.29654
1985-08-01, 1.6, 23.3, 13, 77, 1.85302, 0.330574
1985-08-02, 0, 21.1, 12, 63, 4.34398, 0.437822
1985-08-03, 0, 19.2, 14.1, 79, 3.70896, 0.286222
1985-08-04, 0, 19.1, 10.8, 62, 4.34398, 0.427484
1985-08-05, 0, 23.5, 14, 71, 5.01161, 0.355261
1985-08-06, 0, 17.3, 12.5, 80, 2.91607, 0.100906
1985-08-07, 0.1, 17.6, 8.6, 76, 2.91607, 0.337581
1985-08-08, 0, 19.5, 12.7, 83, 3.70896, 0.115202
1985-08-09, 0, 25.7, 10.4, 73, 1.85302, 0.646195
1985-08-10, 0, 20.6, 13.2, 80, 2.36457, 0.423333
1985-08-11, 0, 23.9, 7.6, 65, 1.85302, 0.623742
1985-08-12, 0, 17.8, 15.7, 87, 0.489613, 0
1985-08-13, 0, 25.3, 11.5, 84, 1.23914, 0.386869
1985-08-14, 0, 32.2, 15.5, 70, 2.91607, 0.804585
1985-08-15, 0, 27.7, 16, 76, 1.23914, 0.598924
1985-08-16, 0, 22.8, 15.4, 87, 1.85302, 0.398592
1985-08-17, 0, 19.3, 12, 83, 2.36457, 0.365138
1985-08-18, 1.6, 18.9, 9.6, 82, 1.23914, 0.119873
1985-08-19, 0.2, 20.5, 10.7, 89, 1.85302, 0.127464
1985-08-20, 0.5, 20.2, 13.5, 74, 2.91607, 0.483595
1985-08-21, 0.6, 23.5, 11.2, 81, 0.836, 0.399981
1985-08-22, 0, 26.1, 12, 80, 1.85302, 0.41608
1985-08-23, 3.4, 21.6, 11.4, 78, 1.85302, 0.763782
1985-08-24, 0, 23.7, 11, 75, 2.36457, 0.39807
1985-08-25, 0, 17.3, 12.8, 76, 1.23914, 0.00727024
1985-08-26, 0.8, 19.5, 9, 73, 2.36457, 0.620778
1985-08-27, 0.1, 20.4, 11.8, 73, 1.85302, 0.572267
1985-08-28, 0, 23.1, 6.2, 73, 0.489613, 0.86974
1985-08-29, 0, 25, 8.1, 71, 0.836, 0.86639
1985-08-30, 0, 25.1, 9.7, 69, 0.836, 0.825824
1985-08-31, 11.4, 25.7, 9.6, 66, 1.85302, 0.538209
1985-09-01, 0, 21.2, 14.6, 61, 2.36457, 0.615888
1985-09-02, 11, 20.4, 10, 64, 1.23914, 0.739605
1985-09-03, 0.1, 17, 11, 84, 2.91607, 0.166839
1985-09-04, 5.2, 16.9, 12.5, 85, 3.70896, 0.167655
1985-09-05, 0, 17.8, 12.1, 87, 2.36457, 0.0306327
1985-09-06, 0, 14.7, 8.7, 72, 4.34398, 0.638781
1985-09-07, 0, 14.8, 4.8, 66, 5.01161, 0.495014
1985-09-08, 0, 12.7, 9.2, 89, 2.36457, 0
1985-09-09, 0, 16, 8.2, 75, 1.85302, 0.562525
1985-09-10, 0, 19.4, 2.9, 74, 0.489613, 0.840235
1985-09-11, 1.7, 22.3, 6.2, 80, 0.489613, 0.718259
1985-09-12, 2.7, 21.5, 8.9, 82, 0.489613, 0.531559
1985-09-13, 12.3, 22.3, 7.6, 84, 0.836, 0.374822
1985-09-14, 1.4, 17.3, 12.2, 84, 1.85302, 0.136283
1985-09-15, 3.2, 14.7, 9.9, 87, 1.23914, 0.112824
1985-09-16, 0, 15, 6.9, 77, 2.36457, 0.0729135
1985-09-17, 0, 18.2, 12.4, 86, 5.94989, 0.00814464
1985-09-18, 0, 23, 13.4, 83, 0.836, 0.548614
1985-09-19, 0, 27.1, 9.7, 70, 2.36457, 0.831472
1985-09-20, 0, 23.2, 12.5, 83, 1.23914, 0.521451
1985-09-21, 0, 25.3, 13.2, 78, 1.85302, 0.507648
1985-09-22, 6.7, 23.8, 16.6, 79, 2.91607, 0.200825
1985-09-23, 0.3, 22.8, 15.2, 84, 0.836, 0.437518
1985-09-24, 0.7, 21, 10.2, 80, 0.489613, 0.592228
1985-09-25, 0, 21, 10.5, 79, 1.23914, 0.570002
1985-09-26, 0, 19.4, 7.1, 77, 0.836, 0.590302
1985-09-27, 4.6, 22.9, 7, 74, 0.489613, 0.843115
1985-09-28, 0, 22.1, 7.4, 77, 1.23914, 0.674843
1985-09-29, 0, 20.8, 8.4, 75, 0.836, 0.652572
1985-09-30, 0, 22.1, 4.8, 73, 0.489613, 0.831308
1985-10-01, 0, 22.9, 7.2, 74, 0.836, 0.68646
1985-10-02, 0, 20.8, 9.9, 87, 2.36457, 0.24784
1985-10-03, 0, 24.5, 14, 68, 2.36457, 0.640989
1985-10-04, 1.1, 25.9, 13.1, 70, 1.23914, 0.671574
1985-10-05, 15.3, 18.6, 12.7, 93, 1.85302, 0
1985-10-06, 5.9, 18.4, 11.1, 88, 0.836, 0.335193
1985-10-07, 0.2, 16.7, 9.3, 94, 1.85302, 0.018225
1985-10-08, 5, 14, 8.3, 82, 2.91607, 0.595808
1985-10-09, 0, 13.8, 6.1, 83, 2.91607, 0.34116
1985-10-10, 14, 14.6, 9.9, 82, 2.36457, 0.0742026
1985-10-11, 2.2, 18.4, 9.9, 82, 2.36457, 0.223935
1985-10-12, 0, 16.4, 7.5, 76, 1.23914, 0.553797
1985-10-13, 0.1, 14, 1.9, 80, 0.836, 0.849841
1985-10-14, 0, 16.4, 4.9, 78, 2.36457, 0.588967
1985-10-15, 0, 14.9, 9.2, 86, 1.85302, 0.0573404
1985-10-16, 0, 11.3, 4.8, 91, 0.489613, 0.0673013
1985-10-17, 0, 12.2, 9.4, 89, 0.489613, 0
1985-10-18, 0.1, 11.6, 9.4, 85, 0.836, 0
1985-10-19, 0.2, 13.4, 6.4, 79, 1.23914, 0.53848
1985-10-20, 0, 14, 2.3, 82, 1.23914, 0.72891
1985-10-21, 0, 14.4, 0.4, 79, 1.23914, 0.812633
1985-10-22, 0, 10.8, 0.9, 84, 2.36457, 0.638119
1985-10-23, 8, 14.9, 3.7, 65, 2.91607, 0.892801
1985-10-24, 0, 12.3, 0.1, 75, 1.85302, 0.878068
1985-10-25, 0, 13.7, 0.4, 76, 1.85302, 0.832658
1985-10-26, 0.4, 10.6, -0.4, 86, 1.23914, 0.582333
1985-10-27, 0, 11.7, -2.6, 85, 0.489613, 0.678394
1985-10-28, 0, 4, -0.5, 87, 0.489613, 0
1985-10-29, 0, 9.6, 1.1, 84, 0.836, 0.582641
1985-10-30, 0, 2.1, -0.4, 88, 2.36457, 0
1985-10-31, 0, 3.8, 0.2, 87, 1.23914, 0
1985-11-01, 0.1, 5.6, -1.4, 93, 1.23914, 0
1985-11-02, 0, 7, 2.4, 87, 5.01161, 0.0319758
1985-11-03, 0, 7.2, -1.4, 85, 0.489613, 0.557577
1985-11-04, 0, 7.2, -4.1, 88, 0.836, 0.409899
1985-11-05, 0, 14.1, 2.7, 86, 7.45434, 0
1985-11-06, 0, 9, 2.2, 79, 5.01161, 0.338377
1985-11-07, 0, 9.1, 2.5, 84, 4.34398, 0.0219595
1985-11-08, 0, 9, 6, 92, 2.91607, 0
1985-11-09, 0, 16.1, 8, 87, 6.688, 0
1985-11-10, 0.7, 11.6, 3.3, 74, 8.5183, 0.0335171
1985-11-11, 1.3, 5, 0.3, 74, 5.01161, 0.483162
1985-11-12, 2.7, 2.8, -1.5, 85, 0.836, 0
1985-11-13, 0.1, 4.3, -2, 78, 0.489613, 0.409086
1985-11-14, 0, 4.5, -2.2, 83, 0.489613, 0.331372
1985-11-15, 0, -0.3, -5, 96, 0.489613, 0
1985-11-16, 1.8, 1, -3.6, 89, 0.836, 0
1985-11-17, 3, 1.9, -3.8, 82, 0.836, 0.452925
1985-11-18, 5.5, -0.4, -4.3, 72, 4.34398, 0.0817227
1985-11-19, 19.9, -2.3, -4.4, 75, 5.94989, 0
1985-11-20, 0, -2.9, -4, 90, 3.70896, 0
1985-11-21, 4.5, -1.5, -2.9, 92, 2.36457, 0
1985-11-22, 0, -1.7, -5, 93, 0.836, 0
1985-11-23, 0.1, -0.8, -4.5, 92, 0.836, 0
1985-11-24, 0, 0.1, -6, 91, 1.23914, 0
1985-11-25, 0, 1.6, -1, 89, 0.836, 0
1985-11-26, 0, -0.9, -4.4, 90, 1.23914, 0.121355
1985-11-27, 0, -1.4, -3.9, 94, 5.01161, 0
1985-11-28, 8.5, 2.3, -2.4, 82, 4.34398, 0.318238
1985-11-29, 20.6, 2.9, -3.2, 81, 2.36457, 0.356413
1985-11-30, 0.2, 1.6, -1.8, 93, 0.836, 0
1985-12-01, 4.4, 5, 1.4, 97, 0.836, 0
1985-12-02, 7.2, 8.4, 2.7, 93, 1.23914, 0
1985-12-03, 18.9, 10.4, 0, 91, 1.23914, 0.311884
1985-12-04, 2.5, 11, 6.2, 87, 1.85302, 0
1985-12-05, 3.3, 12.7, 2.4, 76, 1.85302, 0.816246
1985-12-06, 0, 9.3, 5.7, 76, 5.01161, 0.365281
1985-12-07, 1.6, 9.4, 5.7, 93, 2.91607, 0
1985-12-08, 1.7, 8.7, 6.2, 96, 1.23914, 0
1985-12-09, 0.1, 8.5, 6.7, 93, 2.91607, 0
1985-12-10, 3.7, 7.2, 1.7, 84, 2.91607, 0.152739
1985-12-11, 0.5, 4, -0.5, 85, 0.489613, 0
1985-12-12, 0, 4.6, -2.7, 80, 0.836, 0.881898
1985-12-13, 2.3, 0.6, -3.9, 95, 1.85302, 0
1985-12-14, 0, 3.8, 0.2, 98, 2.36457, 0
1985-12-15, 0.2, 9.1, 3.8, 94, 2.91607, 0
1985-12-16, 0.8, 10.5, 8.1, 93, 5.01161, 0
1985-12-17, 7.1, 8.8, 7.8, 81, 4.34398, 0
1985-12-18, 12.8, 7.9, 5.4, 94, 4.34398, 0
1985-12-19, 0, 7.1, 4.1, 86, 4.34398, 0.0644464
1985-12-20, 0.3, 7.3, 3.6, 91, 5.01161, 0
1985-12-21, 0, 6.2, 2.8, 73, 2.91607, 0.361119
1985-12-22, 9.9, 7.1, -1.3, 70, 1.85302, 0.889901
1985-12-23, 5, 3, -2, 91, 0.836, 0.025789
1985-12-24, 0.1, 5.6, 0.3, 90, 4.34398, 0.0644462
1985-12-25, 0, 8.3, 4.8, 95, 5.94989, 0
1985-12-26, 0, 8.6, 6.7, 82, 2.91607, 0
1985-12-27, 0, 7.1, 1.2, 89, 2.91607, 0
1985-12-28, 0.2, 1.2, -1.9, 92, 1.85302, 0
1985-12-29, 0, -1.9, -3.8, 87, 1.85302, 0.179542
1985-12-30, 0.3, 1, -6.6, 90, 0.836, 0.268882
1985-12-31, 0.1, -4.7, -9.1, 95, 0.489613, 0.012781
1986-01-01, 0, -4.7, -11.1, 92, 2.91607, 0
1986-01-02, 0, 4.3, -4.7, 91, 4.34398, 0
1986-01-03, 1.3, 5.6, 2.3, 90, 3.70896, 0.0380947
1986-01-04, 9.9, 3.6, -3, 90, 3.70896, 0.189993
1986-01-05, 6.7, 0.4, -2.3, 89, 5.94989, 0
1986-01-06, 0.1, 3.6, 0.3, 87, 2.91607, 0.251914
1986-01-07, 0, 1.7, -3.6, 83, 0.836, 0.188361
1986-01-08, 0.4, -0.2, -8.2, 81, 1.23914, 0
1986-01-09, 0.4, -0.5, -6.2, 84, 1.85302, 0.212077
1986-01-10, 0, 0.7, -8, 94, 4.34398, 0
1986-01-11, 0.9, 5.8, 0.7, 91, 2.36457, 0
1986-01-12, 0, 4.6, 2.3, 84, 4.34398, 0.0246771
1986-01-13, 0, 7.8, 2.4, 89, 5.01161, 0
1986-01-14, 0, 8.1, 3.2, 75, 7.45434, 0
1986-01-15, 0, 4.5, 1.8, 89, 5.94989, 0.0121881
1986-01-16, 0, 2.6, 0, 86, 2.91607, 0.169893
1986-01-17, 0, 1.2, -3.8, 91, 2.91607, 0.0966488
1986-01-18, 0, 5.6, -5.6, 95, 3.70896, 0
1986-01-19, 0, 11.2, 5.5, 82, 8.5183, 0
1986-01-20, 3.2, 9.5, 3.4, 73, 5.94989, 0.571784
1986-01-21, 0, 6.2, 2.2, 80, 6.688, 0
1986-01-22, 0, 6.6, 3.9, 74, 5.01161, 0.625125
1986-01-23, 0, 7, 3.5, 87, 5.01161, 0
1986-01-24, 0, 5.6, 0.7, 82, 8.5183, 0.140092
1986-01-25, 0, 2.5, -0.1, 85, 5.94989, 0.243876
1986-01-26, 0, 1.6, -4.4, 80, 1.85302, 0.589118
1986-01-27, 0, -3.4, -5.1, 90, 2.36457, 0
1986-01-28, 0, 2.7, -5, 83, 4.34398, 0.194247
1986-01-29, 0.3, 2.5, -5, 74, 1.85302, 0.340895
1986-01-30, 0.1, 3.5, -3.4, 74, 2.91607, 0.101697
1986-01-31, 0, 2.7, -0.3, 83, 5.01161, 0
1986-02-01, 0, 5, 1.4, 85, 3.70896, 0
1986-02-02, 0, 4.3, 0.1, 92, 2.36457, 0
1986-02-03, 0, 0.9, -0.9, 85, 4.34398, 0
