date,Prec [mm/day],T max [degC],T min [degC],rH mean [%], windspeed [m/s], sunshine [h/h]
1983-11-23, 2.2, -1.7, -4.9, 98, 0.489613, 0
1983-11-24, 0, -1.3, -3.8, 87, 2.91607, 0
1983-11-25, 1.8, 9.3, -2, 97, 2.91607, 0
1983-11-26, 0, 14.5, 9.3, 91, 5.94989, 0.0606775
1983-11-27, 0, 15.8, 8.4, 81, 8.5183, 0.195014
1983-11-28, 0, 10.3, 6.7, 84, 4.34398, 0
1983-11-29, 0, 7.2, 4.8, 82, 5.01161, 0.110611
1983-11-30, 0.8, 4.8, -0.8, 89, 3.70896, 0.283793
1983-12-01, 0.8, 1, -3.8, 84, 1.23914, 0.706002
1983-12-02, 0, -2.2, -6.5, 92, 1.23914, 0.497261
1983-12-03, 0, -0.1, -7.6, 83, 0.489613, 0.523966
1983-12-04, 0, 1.6, -7.9, 77, 0.836, 0.625871
1983-12-05, 6.6, 1.6, -7.7, 83, 0.836, 0.640439
1983-12-06, 1.2, 1.7, -5.4, 94, 0.836, 0.251918
1983-12-07, 0, 3.3, -4.2, 93, 2.36457, 0.113689
1983-12-08, 0, 0.9, -4.7, 97, 1.85302, 0
1983-12-09, 0, 1.8, 0, 94, 5.94989, 0
1983-12-10, 0, 3.4, -0.6, 84, 3.70896, 0
1983-12-11, 0, 2.4, -5.5, 86, 1.85302, 0.446455
1983-12-12, 3, -5.2, -10.4, 91, 0.836, 0
1983-12-13, 2.1, -1.1, -7.6, 88, 0.836, 0
1983-12-14, 7.3, -2.1, -3.9, 93, 2.36457, 0
1983-12-15, 0.4, -1.6, -9.3, 86, 1.23914, 0.821922
1983-12-16, 6, -4.3, -10.9, 90, 1.23914, 0.12858
1983-12-17, 8.1, -0.8, -7, 86, 0.836, 0
1983-12-18, 4, 2, -1.2, 96, 1.23914, 0
1983-12-19, 3.5, 4, 0.9, 94, 1.23914, 0
1983-12-20, 1.6, 6.2, 3.5, 87, 3.70896, 0.477097
1983-12-21, 0.4, 6, 3.4, 93, 2.36457, 0
1983-12-22, 0, 6.7, 2.4, 90, 4.34398, 0
1983-12-23, 0, 8.9, 4.6, 88, 2.91607, 0
1983-12-24, 4, 11.5, 6.4, 93, 1.85302, 0
1983-12-25, 1.9, 13.4, 7.9, 82, 4.34398, 0.0386442
1983-12-26, 6.9, 9.9, 4.6, 81, 5.94989, 0.167323
1983-12-27, 3.5, 7.4, 2.4, 86, 2.91607, 0
1983-12-28, 6.3, 8.5, 5.9, 90, 2.36457, 0
1983-12-29, 8.4, 7.9, 5.4, 94, 1.23914, 0
1983-12-30, 10.6, 6.5, 2.8, 91, 3.70896, 0
1983-12-31, 16.1, 5, 3, 81, 4.34398, 0.038343
1984-01-01, 3.1, 5, 1.9, 84, 5.01161, 0
1984-01-02, 0.1, 6.5, 4.4, 95, 3.70896, 0
1984-01-03, 2.7, 6.9, 3.7, 78, 6.688, 0.0380947
1984-01-04, 10.3, 4.8, 1.7, 88, 4.34398, 0
1984-01-05, 0.4, 2.3, 0.4, 85, 3.70896, 0.18948
1984-01-06, 0, 3.8, 0.4, 90, 1.85302, 0.0125957
1984-01-07, 0, 4, 1.1, 94, 4.34398, 0
1984-01-08, 0, 3.4, 0.6, 87, 5.01161, 0.237827
1984-01-09, 0.7, 2.7, 1.1, 80, 2.36457, 0.124751
1984-01-10, 0, 2, -0.6, 90, 1.85302, 0
1984-01-11, 0, 2.3, -0.6, 92, 5.01161, 0
1984-01-12, 0, 4.4, 1.9, 91, 3.70896, 0
1984-01-13, 0, 7.4, 1.1, 82, 5.94989, 0
1984-01-14, 5.8, 11.5, 3.8, 77, 8.5183, 0
1984-01-15, 0, 4.8, 1.2, 84, 6.688, 0.0975047
1984-01-16, 0, 4.9, 0.4, 83, 5.01161, 0.27911
1984-01-17, 0, 7.5, 2.2, 71, 7.45434, 0.386595
1984-01-18, 0, 3.5, 0.9, 78, 4.34398, 0.0962067
1984-01-19, 0, 2.7, -1.5, 84, 1.23914, 0.418932
1984-01-20, 0.1, 3.5, -1.8, 86, 0.836, 0.536047
1984-01-21, 0.1, -1, -4.6, 87, 2.36457, 0
1984-01-22, 0.3, -2.4, -6.4, 87, 2.91607, 0
1984-01-23, 0, 2.9, -3.3, 93, 2.36457, 0.140819
1984-01-24, 0.3, 2.9, 0.1, 87, 6.688, 0
1984-01-25, 0, 1.9, -4.2, 86, 2.91607, 0.499364
1984-01-26, 0.1, 0.3, -7.9, 84, 1.85302, 0.0231027
1984-01-27, 0, 2.5, -1.4, 89, 2.36457, 0
1984-01-28, 0.5, 3.9, -0.3, 89, 2.36457, 0.0571314
1984-01-29, 0, 4, 2.2, 91, 3.70896, 0.0340895
1984-01-30, 0, 5.5, 2.2, 95, 2.36457, 0.0225994
1984-01-31, 0, 3.7, 1.1, 96, 2.91607, 0
1984-02-01, 0, 3, 0.3, 97, 1.85302, 0
1984-02-02, 0, 7.3, 2.9, 86, 4.34398, 0.26659
1984-02-03, 0, 5.8, 1.7, 91, 5.94989, 0
1984-02-04, 0, 6.6, 3.9, 84, 3.70896, 0.0329381
1984-02-05, 2.1, 8.9, 2.9, 87, 4.34398, 0.0982354
1984-02-06, 0, 7.2, 1.7, 92, 7.45434, 0
1984-02-07, 0.6, 8, 0.7, 77, 7.45434, 0.51775
1984-02-08, 1.1, 3.2, 0.4, 89, 5.01161, 0
1984-02-09, 4.2, 3, 0.3, 79, 4.34398, 0.234481
1984-02-10, 0, 3.7, -3.1, 87, 2.36457, 0.127132
1984-02-11, 1.4, 6.2, 2.4, 90, 1.85302, 0
1984-02-12, 0.6, 3.1, -2.8, 62, 3.70896, 0.816441
1984-02-13, 2.2, 2.9, -2.4, 80, 1.85302, 0.582622
1984-02-14, 7.4, 5, -3.7, 73, 1.85302, 0.723871
1984-02-15, 0.8, 3.2, -2, 63, 1.85302, 0.740041
1984-02-16, 1.5, 1.1, -5.8, 77, 1.85302, 0.704905
1984-02-17, 2.3, 1.4, -8.6, 77, 0.836, 0.619396
1984-02-18, 0, 0, -7.8, 77, 1.85302, 0.403696
1984-02-19, 1.2, 2.3, -7.2, 73, 2.91607, 0.6119
1984-02-20, 1.1, 3.3, -5.7, 78, 0.836, 0.378871
1984-02-21, 0, 5.4, -0.8, 78, 1.85302, 0.0198197
1984-02-22, 0, 3.1, 0.2, 97, 1.23914, 0
1984-02-23, 0, 2.3, -0.8, 92, 2.36457, 0
1984-02-24, 0, 3.5, -0.1, 77, 2.36457, 0.379512
1984-02-25, 6.3, 1.1, -0.3, 82, 5.94989, 0
1984-02-26, 8.4, 3.8, -0.3, 90, 2.91607, 0
1984-02-27, 1, 2.9, 0.4, 98, 1.23914, 0
1984-02-28, 13, 3.6, 0.1, 86, 1.23914, 0.0474957
1984-02-29, 14.7, 4.4, -1.6, 82, 0.836, 0.151078
1984-03-01, 0, 7.1, -2.2, 82, 0.836, 0.394216
1984-03-02, 0, 2.5, -3.1, 93, 3.70896, 0
1984-03-03, 0, 2.3, -0.6, 91, 2.36457, 0.01855
1984-03-04, 0, 6.7, -2.7, 80, 1.23914, 0.75606
1984-03-05, 0, 3.4, -1.4, 90, 1.85302, 0
1984-03-06, 0, 10.7, 0.6, 78, 1.23914, 0.446499
1984-03-07, 0, 7.2, 3.6, 71, 4.34398, 0
1984-03-08, 0, 6.5, 0.3, 63, 4.34398, 0.702487
1984-03-09, 0, 2.4, -2.7, 76, 2.36457, 0.286529
1984-03-10, 0, 3.7, -5.7, 66, 1.23914, 0.721089
1984-03-11, 0, 6.9, -3.9, 72, 0.836, 0.433707
1984-03-12, 0, 6.6, -4.2, 75, 1.85302, 0.484027
1984-03-13, 2.1, 5.8, 0.2, 80, 2.36457, 0.0875033
1984-03-14, 0.7, 8.6, -2.1, 77, 1.85302, 0.635151
1984-03-15, 4.4, 11.6, -0.5, 68, 1.85302, 0.71808
1984-03-16, 1.7, 7.5, -0.3, 79, 1.23914, 0.585
1984-03-17, 2.1, 8.2, 1.9, 76, 2.36457, 0.273755
1984-03-18, 0, 8.1, 0.6, 69, 2.91607, 0.518941
1984-03-19, 0.4, 7.7, -2.2, 65, 1.85302, 0.58375
1984-03-20, 2.2, 8.7, -4.3, 60, 1.23914, 0.858182
1984-03-21, 7.1, 11.1, -3.5, 66, 0.836, 0.602457
1984-03-22, 4.5, 12.1, -2.4, 62, 0.836, 0.707358
1984-03-23, 8, 12.2, -2.2, 65, 1.23914, 0.554543
1984-03-24, 0, 12, -1.8, 75, 3.70896, 0.164643
1984-03-25, 4.4, 10.2, 4.4, 78, 2.36457, 0.327521
1984-03-26, 1.8, 12.2, 3.1, 74, 2.91607, 0.138455
1984-03-27, 0, 11, 4, 80, 3.70896, 0.299747
1984-03-28, 0.4, 11.7, 5.6, 86, 4.34398, 0
1984-03-29, 0, 10.2, 4.8, 84, 3.70896, 0.0160328
1984-03-30, 0, 8.9, 0.2, 79, 0.836, 0.215317
1984-03-31, 0, 8.1, 0.6, 89, 1.23914, 0.333207
1984-04-01, 0, 3.6, 1.2, 96, 3.70896, 0
1984-04-02, 0.1, 1.9, -0.2, 94, 3.70896, 0
1984-04-03, 0, 2.3, -0.8, 91, 2.91607, 0
1984-04-04, 1, 3.2, 0.7, 92, 1.23914, 0
1984-04-05, 2.2, 6.8, 1.4, 80, 1.23914, 0.108281
1984-04-06, 0, 6.1, 2.5, 92, 1.85302, 0.0692635
1984-04-07, 4.8, 8, 3.3, 86, 1.85302, 0.0459479
1984-04-08, 0, 9.7, 4, 73, 1.23914, 0.0685841
1984-04-09, 4.1, 7.1, 3.4, 90, 0.489613, 0.0606672
1984-04-10, 2, 10.1, 2.3, 74, 1.85302, 0.0452807
1984-04-11, 0.2, 12.4, 4.6, 73, 1.23914, 0.210298
1984-04-12, 0, 8.6, 3, 89, 0.836, 0.0747493
1984-04-13, 0, 13.5, 0.2, 72, 0.836, 0.557975
1984-04-14, 0, 17.6, 0.2, 65, 0.836, 0.821939
1984-04-15, 0, 21.4, 3.6, 53, 1.85302, 0.589639
1984-04-16, 0, 14.7, 4.9, 74, 2.91607, 0.161404
1984-04-17, 2.3, 11.3, -0.4, 68, 1.23914, 0.68649
1984-04-18, 0, 13, -1.3, 63, 1.23914, 0.763356
1984-04-19, 0.2, 15.6, -0.4, 57, 0.489613, 0.825071
1984-04-20, 0, 17.2, 0.6, 53, 0.489613, 0.612452
1984-04-21, 0, 22.2, 3.1, 54, 1.23914, 0.789097
1984-04-22, 0, 24.6, 5.5, 51, 1.23914, 0.685666
1984-04-23, 1.2, 20, 9.8, 56, 2.91607, 0.846272
1984-04-24, 0, 19.6, 6.1, 50, 2.91607, 0.878063
1984-04-25, 0, 19.7, 4.2, 49, 1.85302, 0.8673
1984-04-26, 0, 21.3, 3.3, 56, 2.36457, 0.842607
1984-04-27, 0, 14.4, 2, 48, 2.91607, 0.923034
1984-04-28, 0.3, 10.7, 1.9, 65, 1.85302, 0.786941
1984-04-29, 0, 13.6, -0.4, 55, 3.70896, 0.846183
1984-04-30, 0, 12.9, 3.7, 75, 1.85302, 0.262512
1984-05-01, 15.6, 12.3, 5.2, 80, 1.23914, 0.0412858
1984-05-02, 1.1, 17.5, 2, 80, 1.85302, 0.383833
1984-05-03, 0, 13.1, 8.8, 89, 1.85302, 0
1984-05-04, 0, 19.7, 7.5, 75, 0.836, 0.408115
1984-05-05, 0, 20.1, 11.4, 82, 2.91607, 0.0406588
1984-05-06, 0, 20.3, 12.5, 78, 2.36457, 0.425344
1984-05-07, 0, 12.6, 5.4, 65, 2.36457, 0.322894
1984-05-08, 4.6, 12.6, 3.4, 65, 2.91607, 0.469203
1984-05-09, 0, 12.8, 1.6, 58, 1.85302, 0.701328
1984-05-10, 15.4, 12.2, 4.7, 71, 2.91607, 0.239623
1984-05-11, 0, 13.3, 5.7, 71, 5.01161, 0.424546
1984-05-12, 7.9, 8.2, 6.2, 86, 2.91607, 0
1984-05-13, 2.6, 7.5, 5.5, 94, 1.85302, 0
1984-05-14, 0.7, 12.7, 7.1, 93, 1.85302, 0.0197053
1984-05-15, 0, 16.3, 8.6, 79, 1.85302, 0.360124
1984-05-16, 0, 21.5, 7.7, 75, 1.85302, 0.43734
1984-05-17, 0, 18.2, 10.1, 80, 2.91607, 0.416494
1984-05-18, 0.3, 20.6, 9.5, 65, 1.85302, 0.746172
1984-05-19, 12.2, 24.1, 7.4, 72, 2.36457, 0.517576
1984-05-20, 4.8, 18.7, 9, 71, 2.91607, 0.509664
1984-05-21, 0.1, 13.4, 9.2, 95, 3.70896, 0
1984-05-22, 0, 16.5, 7.6, 81, 2.91607, 0.141162
1984-05-23, 0, 19, 6.2, 69, 2.91607, 0.211191
1984-05-24, 0, 14.8, 8.4, 94, 1.85302, 0
1984-05-25, 6.6, 17.8, 8.7, 78, 2.36457, 0.452116
1984-05-26, 4.6, 18, 10, 80, 1.23914, 0.19058
1984-05-27, 3.9, 13.7, 9.8, 86, 0.836, 0
1984-05-28, 1.2, 11.4, 8.5, 95, 3.70896, 0
1984-05-29, 10, 14.3, 7.2, 73, 2.36457, 0.0820352
1984-05-30, 0, 11.7, 8.9, 91, 2.36457, 0.0755687
1984-05-31, 5.1, 17, 5.7, 78, 1.23914, 0.307961
1984-06-01, 5, 19.8, 7.9, 78, 1.85302, 0.363834
1984-06-02, 4, 19.6, 11.7, 71, 2.36457, 0.463362
1984-06-03, 0, 26.2, 11.3, 72, 3.70896, 0.262535
1984-06-04, 3.6, 15.8, 11.6, 89, 2.36457, 0.0499248
1984-06-05, 3.9, 19.2, 9.4, 73, 2.36457, 0.33647
1984-06-06, 0, 14.1, 10.2, 83, 2.91607, 0
1984-06-07, 2.8, 17.2, 9.4, 63, 3.70896, 0.571622
1984-06-08, 0.3, 20.5, 9.6, 75, 5.01161, 0.570889
1984-06-09, 3.2, 16.8, 9.6, 78, 4.34398, 0.185938
1984-06-10, 2.8, 22.1, 7.4, 59, 1.85302, 0.798655
1984-06-11, 27.8, 18.6, 10.5, 62, 1.23914, 0.63086
1984-06-12, 0.8, 21.9, 8.5, 58, 1.23914, 0.828022
1984-06-13, 14.9, 23.7, 10.2, 66, 2.36457, 0.450718
1984-06-14, 0.9, 19, 13.8, 86, 3.70896, 0.00616976
1984-06-15, 1.1, 14, 10.6, 75, 2.91607, 0
1984-06-16, 0.1, 16.9, 11.4, 68, 1.85302, 0.104764
1984-06-17, 4.3, 20.3, 10.2, 65, 1.85302, 0.412715
1984-06-18, 0.6, 25, 11.7, 64, 1.85302, 0.806677
1984-06-19, 0, 26.7, 10, 52, 0.489613, 0.91114
1984-06-20, 7.2, 28.5, 10.9, 63, 2.36457, 0.86792
1984-06-21, 3.6, 26.2, 16, 85, 1.23914, 0.356999
1984-06-22, 9.9, 22.5, 11.1, 57, 2.91607, 0.59708
1984-06-23, 2.3, 16.3, 10.8, 58, 5.94989, 0.597167
1984-06-24, 1.3, 16.1, 9.8, 68, 4.34398, 0.357155
1984-06-25, 0, 17.5, 7.7, 78, 5.01161, 0.160159
1984-06-26, 0, 18.1, 11.4, 67, 2.91607, 0.301969
1984-06-27, 0, 23.5, 8.2, 62, 2.36457, 0.499438
1984-06-28, 0, 18.7, 12.4, 78, 2.91607, 0.0308489
1984-06-29, 0, 16.5, 8.9, 62, 2.91607, 0.469242
1984-06-30, 0, 17.5, 8.9, 70, 3.70896, 0.543778
1984-07-01, 0, 20.1, 5.6, 55, 0.836, 0.847336
1984-07-02, 0, 20.5, 10.2, 72, 2.36457, 0.365278
1984-07-03, 0, 16, 8.4, 77, 5.94989, 0.111563
1984-07-04, 0, 15, 9.3, 80, 2.36457, 0.00620536
1984-07-05, 0.6, 16.6, 9, 77, 2.91607, 0.0372799
1984-07-06, 3.2, 21.8, 8.1, 66, 1.85302, 0.522637
1984-07-07, 0, 23.6, 7.8, 57, 1.85302, 0.859875
1984-07-08, 0, 25.6, 9.9, 44, 2.91607, 0.886173
1984-07-09, 0, 31.3, 11.5, 58, 1.85302, 0.800115
1984-07-10, 0, 31.8, 17.2, 55, 1.23914, 0.726358
1984-07-11, 0, 34.2, 18.5, 69, 2.91607, 0.608488
1984-07-12, 0, 23.7, 15.7, 70, 2.36457, 0.515369
1984-07-13, 0.5, 20.7, 13.6, 73, 5.01161, 0.352658
1984-07-14, 3.4, 18, 12.7, 85, 2.36457, 0.151451
1984-07-15, 5.6, 19.3, 13.4, 82, 4.34398, 0.208693
1984-07-16, 3.5, 17.2, 11.1, 86, 3.70896, 0.0697194
1984-07-17, 3, 15.1, 11.6, 77, 2.91607, 0
1984-07-18, 3.5, 16.1, 11.8, 83, 2.91607, 0
1984-07-19, 12.1, 16.8, 13.2, 80, 1.23914, 0.0063836
1984-07-20, 6.8, 17.6, 12.5, 74, 2.36457, 0.0127996
1984-07-21, 0.1, 20.6, 13.4, 72, 1.85302, 0.307994
1984-07-22, 0.1, 22, 9.4, 70, 1.23914, 0.334557
1984-07-23, 0.2, 21.7, 8, 70, 0.489613, 0.548381
1984-07-24, 0, 24.6, 9.6, 66, 1.23914, 0.556402
1984-07-25, 5.4, 25.3, 10.2, 62, 1.85302, 0.72023
1984-07-26, 1.5, 18.7, 12.6, 72, 3.70896, 0.110633
1984-07-27, 2.5, 19.4, 13, 72, 3.70896, 0.0848585
1984-07-28, 1.7, 18.5, 14.1, 84, 2.91607, 0.0196435
1984-07-29, 0.8, 28.4, 16, 61, 1.23914, 0.54519
1984-07-30, 2.7, 31.3, 11.2, 56, 2.91607, 0.810543
1984-07-31, 1.4, 32.4, 20.8, 55, 1.23914, 0.799989
1984-08-01, 7.5, 25.5, 15.2, 88, 1.85302, 0
1984-08-02, 0.5, 23.5, 11.6, 75, 1.23914, 0.232971
1984-08-03, 3.5, 28.6, 15.8, 68, 3.70896, 0.728059
1984-08-04, 0, 22.6, 15.9, 85, 1.85302, 0.187685
1984-08-05, 0, 21.6, 15.5, 74, 1.85302, 0.309446
1984-08-06, 0, 19.4, 13, 87, 1.85302, 0.175542
1984-08-07, 9.9, 22.1, 8.3, 73, 0.836, 0.609895
1984-08-08, 0, 23.6, 12.1, 68, 2.36457, 0.510154
1984-08-09, 0, 20.5, 14.3, 80, 1.85302, 0.0273118
1984-08-10, 0, 18.5, 14.9, 80, 3.70896, 0
1984-08-11, 0.8, 16.3, 13.8, 91, 1.85302, 0
1984-08-12, 0, 19.3, 13.4, 87, 0.836, 0
1984-08-13, 0, 24, 11.3, 81, 1.23914, 0.534078
1984-08-14, 0, 25.4, 12.4, 81, 1.23914, 0.480532
1984-08-15, 1.3, 24.4, 12.4, 73, 0.836, 0.650334
1984-08-16, 13.5, 24, 11.6, 76, 0.836, 0.568773
1984-08-17, 0, 24.5, 11.2, 72, 0.489613, 0.542956
1984-08-18, 0, 24.3, 10.8, 63, 0.836, 0.651481
1984-08-19, 0, 26.4, 12.7, 65, 1.23914, 0.568936
1984-08-20, 0.6, 26.2, 11.2, 71, 1.23914, 0.585687
1984-08-21, 1.7, 26.7, 12.4, 69, 1.23914, 0.7389
1984-08-22, 1.4, 28, 12.3, 59, 1.23914, 0.821426
1984-08-23, 0.3, 29, 12.1, 62, 1.23914, 0.846804
1984-08-24, 3.1, 27.4, 12.4, 63, 2.36457, 0.588889
1984-08-25, 0.5, 19.8, 16.5, 89, 2.36457, 0
1984-08-26, 0, 22.3, 14.6, 83, 1.23914, 0.183419
1984-08-27, 0, 23.7, 13.6, 80, 0.489613, 0.22112
1984-08-28, 0, 24.5, 13.4, 78, 0.836, 0.399872
1984-08-29, 0, 24.4, 10.2, 71, 1.23914, 0.677027
1984-08-30, 3, 21.8, 14, 74, 1.85302, 0.0822263
1984-08-31, 0, 22.7, 13.8, 73, 2.36457, 0.428117
1984-09-01, 0, 25.7, 15.9, 68, 2.36457, 0.739605
1984-09-02, 7, 25.1, 13.5, 72, 0.489613, 0.674941
1984-09-03, 3.6, 22.8, 16.6, 69, 4.34398, 0.335309
1984-09-04, 0.8, 19.2, 15, 84, 3.70896, 0.0229746
1984-09-05, 9.5, 16, 9.8, 74, 1.85302, 0.192404
1984-09-06, 0, 12.1, 7.3, 91, 0.836, 0.00773459
1984-09-07, 0, 10.4, 8.5, 93, 3.70896, 0
1984-09-08, 0.5, 12.2, 8.7, 89, 5.01161, 0
1984-09-09, 0.5, 13.4, 10, 91, 3.70896, 0
1984-09-10, 0, 13.1, 10, 86, 5.94989, 0.126287
1984-09-11, 0.1, 13.7, 10.2, 83, 4.34398, 0
1984-09-12, 7.8, 15.6, 11.2, 85, 1.23914, 0.00797494
1984-09-13, 0, 21.6, 13.5, 84, 0.489613, 0.368766
1984-09-14, 0, 19.7, 10.8, 90, 1.23914, 0.225647
1984-09-15, 0, 16.7, 14, 90, 1.23914, 0
1984-09-16, 2.3, 15, 13.1, 86, 2.36457, 0
1984-09-17, 0, 15.6, 12.1, 85, 1.23914, 0
1984-09-18, 0, 17.1, 12.3, 86, 1.23914, 0
1984-09-19, 0, 16.6, 9.5, 82, 3.70896, 0.016554
1984-09-20, 7.7, 17, 11, 77, 2.91607, 0.141476
1984-09-21, 4.5, 17, 11.2, 79, 1.85302, 0.359811
1984-09-22, 4.5, 13.6, 8.5, 79, 1.85302, 0.168276
1984-09-23, 0, 11.6, 7.4, 92, 1.85302, 0.0169208
1984-09-24, 0, 12, 8.1, 81, 1.23914, 0.110597
1984-09-25, 0, 12.5, 7, 87, 2.91607, 0.0684408
1984-09-26, 0, 12, 8.5, 79, 3.70896, 0.0516193
1984-09-27, 0.7, 16.1, 8.6, 84, 0.836, 0.536414
1984-09-28, 0, 17.4, 5.4, 81, 0.836, 0.522058
1984-09-29, 0, 18.2, 6.5, 91, 0.489613, 0.105007
1984-09-30, 0, 17.6, 10.9, 85, 1.85302, 0.0528046
1984-10-01, 0, 18.1, 12.4, 88, 2.91607, 0.00885143
1984-10-02, 0, 14.5, 10.7, 75, 2.91607, 0.0890262
1984-10-03, 0, 13.1, 8.8, 87, 1.85302, 0.0716346
1984-10-04, 2, 13.4, 8.6, 82, 1.85302, 0.162118
1984-10-05, 1.5, 16.8, 9, 84, 1.23914, 0.552615
1984-10-06, 7.9, 13.4, 10.1, 88, 2.91607, 0.0546751
1984-10-07, 0, 13.7, 6, 74, 2.36457, 0.449147
1984-10-08, 0, 13.5, 9.6, 85, 2.91607, 0.0461027
1984-10-09, 7.6, 18, 11.4, 84, 4.34398, 0.166956
1984-10-10, 8.1, 17.5, 12.5, 88, 1.23914, 0
1984-10-11, 4, 16.5, 12.3, 88, 1.23914, 0.0281592
1984-10-12, 6.7, 16.1, 7.1, 83, 1.23914, 0.424921
1984-10-13, 3.5, 15.5, 6.9, 85, 0.836, 0.123493
1984-10-14, 1.7, 13.2, 6.4, 86, 1.23914, 0
1984-10-15, 0.4, 17.1, 11.2, 82, 2.36457, 0.413423
1984-10-16, 0, 16.5, 6.6, 85, 0.836, 0.561017
1984-10-17, 0, 14.6, 3, 80, 1.85302, 0.681197
1984-10-18, 0.1, 17, 10.5, 78, 4.34398, 0.205601
1984-10-19, 1.5, 16.1, 12.2, 79, 5.01161, 0
1984-10-20, 4.7, 13.7, 9.8, 76, 6.688, 0.366676
1984-10-21, 7.4, 12.1, 5.4, 72, 3.70896, 0.697943
1984-10-22, 0, 11.3, 1.9, 85, 3.70896, 0
1984-10-23, 0, 14.7, 10.1, 85, 3.70896, 0
1984-10-24, 0, 13.2, 8.1, 87, 1.85302, 0.152315
1984-10-25, 0, 17.5, 9.4, 83, 3.70896, 0.275842
1984-10-26, 1.8, 13.4, 5.4, 82, 1.85302, 0.380312
1984-10-27, 0, 13, 3.5, 79, 0.489613, 0.682529
1984-10-28, 0, 11.6, 0.4, 85, 1.23914, 0.364151
1984-10-29, 0, 10.1, 5.6, 89, 1.85302, 0
1984-10-30, 2, 15.6, 5.6, 76, 0.836, 0.821419
1984-10-31, 0, 6.8, 3.4, 93, 0.836, 0
1984-11-01, 0, 7.1, 3.7, 97, 0.836, 0
1984-11-02, 0, 5.4, 3, 95, 2.36457, 0
1984-11-03, 0, 6.2, 4, 96, 2.36457, 0
1984-11-04, 0, 7.1, 5.5, 89, 0.489613, 0
1984-11-05, 0, 9.2, 4.6, 87, 1.85302, 0
1984-11-06, 0, 9.1, 3.5, 88, 1.23914, 0
1984-11-07, 0, 8, 0.8, 92, 1.23914, 0
1984-11-08, 5.4, 10.2, 2.8, 93, 0.836, 0
1984-11-09, 0.1, 10.1, 3.5, 89, 0.836, 0.0223448
1984-11-10, 7.1, 10.6, 5.4, 90, 0.836, 0.0112363
1984-11-11, 6.1, 12.9, 4.3, 86, 1.23914, 0.271201
1984-11-12, 2.4, 10.3, 1, 83, 1.85302, 0.670447
1984-11-13, 3.9, 10.7, 0.3, 77, 0.836, 0.388505
1984-11-14, 1.3, 6.3, -2.2, 84, 0.836, 0.425107
1984-11-15, 2, 3.8, -0.9, 85, 1.23914, 0
1984-11-16, 0, 4.6, -0.2, 84, 1.85302, 0
1984-11-17, 8.8, 4.7, 1.8, 96, 1.23914, 0
1984-11-18, 4.4, 7.3, 3.1, 93, 2.36457, 0
1984-11-19, 2.7, 3.3, 0.2, 94, 2.36457, 0
1984-11-20, 7.6, 4.9, 2.9, 94, 1.23914, 0
1984-11-21, 0.1, 7.1, 1.5, 92, 3.70896, 0
1984-11-22, 0, 13.7, 3.8, 96, 5.94989, 0
1984-11-23, 10, 15.4, 10.2, 69, 8.5183, 0.601307
1984-11-24, 0, 15.2, 7.6, 90, 6.688, 0.289953
1984-11-25, 1.2, 11.2, 8.4, 82, 3.70896, 0.0606775
1984-11-26, 0, 8.8, 4, 86, 2.36457, 0
1984-11-27, 0, 6.6, 2.1, 91, 2.36457, 0.281519
1984-11-28, 0, 4.3, 0.4, 93, 3.70896, 0.208932
1984-11-29, 0, 9.4, 2.2, 83, 1.85302, 0.394843
1984-11-30, 0, 5.2, -2.2, 88, 1.85302, 0.668844
1984-12-01, 0, 2.4, -1.6, 92, 0.489613, 0.335652
1984-12-02, 0, 0.3, -3.8, 98, 1.23914, 0
1984-12-03, 0, 2.9, 0, 97, 0.489613, 0
1984-12-04, 0, 3.7, 1.6, 90, 1.23914, 0
1984-12-05, 0, 4.2, 3, 91, 2.36457, 0
1984-12-06, 0, 3.1, 1.9, 93, 3.70896, 0
1984-12-07, 0, 3.3, 0.4, 98, 0.489613, 0
1984-12-08, 0.1, 5.4, 0.6, 94, 2.36457, 0
1984-12-09, 0, 7.8, 3.5, 87, 2.91607, 0.216381
1984-12-10, 0, 7, 2.8, 76, 3.70896, 0
1984-12-11, 0, 6.6, 4.7, 85, 1.85302, 0
1984-12-12, 0.1, 7.9, 2.5, 86, 1.23914, 0.281689
1984-12-13, 4.1, 6.4, -0.1, 83, 1.85302, 0.512981
1984-12-14, 6.3, 3.2, -0.3, 97, 1.23914, 0
1984-12-15, 12.9, 3.6, 0.5, 92, 1.85302, 0
1984-12-16, 8.1, 3.3, 2.3, 93, 1.85302, 0
1984-12-17, 1.1, 4.7, 2, 94, 2.36457, 0
1984-12-18, 0, 4.8, 2.5, 97, 2.36457, 0
1984-12-19, 0, 2.9, -0.3, 90, 4.34398, 0.0644726
1984-12-20, 0, 6.4, 2.9, 93, 5.01161, 0
1984-12-21, 0, 7.6, 2.8, 88, 5.94989, 0.283737
1984-12-22, 0.1, 4.9, -0.5, 91, 1.23914, 0.232101
1984-12-23, 0.3, 2.5, -0.8, 84, 2.36457, 0
1984-12-24, 0, 4.5, 1.2, 67, 2.91607, 0
1984-12-25, 0, 1.2, -0.4, 95, 0.489613, 0
1984-12-26, 0, 2.1, -1.6, 93, 2.36457, 0
1984-12-27, 3.7, 2.6, 0.9, 90, 0.489613, 0
1984-12-28, 0.9, 1.9, -0.6, 78, 1.23914, 0
